Date,Month,Channel,Campaign,Device,Visitors,Leads,Qualified_Leads,Proposals,Customers,Avg_Deal_Value,Revenue,Ad_Spend,ROI_%
2024-09-13,2024-09,Referral,Newsletter,Desktop,410,198,149,98,66,1043,68838,5130.18,1241.8
2024-01-27,2024-01,Organic Search,Product Launch,Mobile,134,39,20,10,3,533,1599,1462.11,9.4
2024-05-16,2024-05,Organic Search,Newsletter,Desktop,286,100,51,26,13,795,10335,1259.0,720.9
2024-02-24,2024-02,Referral,Newsletter,Desktop,206,115,80,45,28,1136,31808,1381.15,2203.0
2024-03-03,2024-03,Social Media,Newsletter,Desktop,185,31,11,4,1,325,325,166.47,95.2
2024-05-31,2024-05,Organic Search,Summer Sale,Mobile,367,113,56,24,11,486,5346,1082.54,393.8
2024-09-23,2024-09,Referral,Retargeting,Mobile,101,55,33,23,11,905,9955,1381.6,620.5
2024-10-18,2024-10,Email Campaign,Retargeting,Desktop,396,151,83,49,22,1520,33440,4511.88,641.2
2024-06-23,2024-06,Organic Search,Product Launch,Mobile,210,67,35,16,8,1346,10768,2353.71,357.5
2024-02-04,2024-02,Paid Ads,Brand Awareness,Mobile,455,142,59,26,9,1795,16155,2303.24,601.4
2024-10-22,2024-10,Organic Search,Product Launch,Mobile,384,131,80,43,19,1131,21489,2576.77,734.0
2024-08-04,2024-08,Organic Search,Retargeting,Mobile,185,51,24,13,5,771,3855,337.11,1043.5
2024-10-10,2024-10,Email Campaign,Brand Awareness,Mobile,444,208,127,60,26,1164,30264,3754.4,706.1
2024-06-06,2024-06,Social Media,Newsletter,Desktop,191,31,12,4,1,1671,1671,405.17,312.4
2024-06-16,2024-06,Paid Ads,Summer Sale,Desktop,111,34,12,5,2,1339,2678,220.66,1113.6
2024-06-16,2024-06,Email Campaign,Brand Awareness,Desktop,256,109,64,35,17,1229,20893,3867.32,440.2
2024-07-12,2024-07,Social Media,Brand Awareness,Mobile,107,17,5,1,0,1475,0,203.32,-100.0
2024-02-02,2024-02,Organic Search,Brand Awareness,Desktop,482,151,87,44,20,793,15860,4578.32,246.4
2024-09-02,2024-09,Referral,Newsletter,Mobile,423,183,128,87,55,639,35145,1191.33,2850.1
2024-06-30,2024-06,Paid Ads,Product Launch,Mobile,221,54,22,8,3,533,1599,1735.02,-7.8
2024-06-27,2024-06,Email Campaign,Summer Sale,Mobile,202,95,58,28,16,1823,29168,1385.1,2005.8
2024-06-10,2024-06,Social Media,Summer Sale,Desktop,471,80,28,10,2,789,1578,2208.0,-28.5
2024-11-25,2024-11,Social Media,Product Launch,Desktop,333,63,23,8,2,1720,3440,630.0,446.0
2024-09-14,2024-09,Email Campaign,Retargeting,Desktop,135,54,28,16,8,1865,14920,391.5,3711.0
2024-10-27,2024-10,Social Media,Brand Awareness,Mobile,344,70,26,11,3,1835,5505,570.5,864.9
2024-09-23,2024-09,Paid Ads,Retargeting,Desktop,261,67,29,13,4,263,1052,1315.88,-20.1
2024-12-20,2024-12,Paid Ads,Newsletter,Mobile,309,85,35,14,5,1298,6490,1969.45,229.5
2024-03-17,2024-03,Organic Search,Newsletter,Mobile,89,26,14,6,3,1778,5334,908.18,487.3
2024-07-17,2024-07,Organic Search,Brand Awareness,Tablet,349,101,50,23,9,1345,12105,826.18,1365.2
2024-10-02,2024-10,Organic Search,Product Launch,Mobile,183,63,36,18,7,775,5425,510.3,963.1
2024-08-15,2024-08,Organic Search,Brand Awareness,Tablet,212,59,30,15,7,1879,13153,1479.13,789.2
2024-06-06,2024-06,Email Campaign,Retargeting,Desktop,237,97,57,33,16,1282,20512,1201.83,1606.7
2024-10-30,2024-10,Organic Search,Retargeting,Tablet,112,36,21,9,3,1555,4665,1140.12,309.2
2024-07-31,2024-07,Organic Search,Product Launch,Mobile,174,56,27,11,4,562,2248,1783.04,26.1
2024-05-07,2024-05,Paid Ads,Summer Sale,Tablet,402,120,46,22,9,1991,17919,4521.6,296.3
2024-07-01,2024-07,Email Campaign,Product Launch,Desktop,123,49,33,19,9,1921,17289,1813.98,853.1
2024-01-22,2024-01,Organic Search,Retargeting,Tablet,497,152,86,46,22,1869,41118,1691.76,2330.5
2024-10-02,2024-10,Social Media,Brand Awareness,Mobile,482,78,24,9,2,629,1258,1015.56,23.9
2024-03-09,2024-03,Email Campaign,Summer Sale,Mobile,197,71,39,23,13,1814,23582,1278.0,1745.2
2024-03-16,2024-03,Paid Ads,Product Launch,Desktop,436,136,62,23,8,752,6016,2057.68,192.4
2024-04-20,2024-04,Social Media,Summer Sale,Tablet,400,72,24,10,2,449,898,1113.84,-19.4
2024-05-08,2024-05,Referral,Product Launch,Desktop,314,139,98,67,43,1297,55771,4043.51,1279.3
2024-07-06,2024-07,Organic Search,Brand Awareness,Tablet,319,97,51,23,10,376,3760,665.42,465.1
2024-02-17,2024-02,Social Media,Newsletter,Desktop,359,66,26,10,2,1569,3138,1171.5,167.9
2024-09-16,2024-09,Organic Search,Newsletter,Mobile,339,103,56,25,11,1646,18106,2219.65,715.7
2024-10-03,2024-10,Social Media,Product Launch,Mobile,156,31,10,4,1,1562,1562,1133.98,37.7
2024-09-10,2024-09,Paid Ads,Summer Sale,Desktop,451,140,53,20,8,1336,10688,1783.6,499.2
2024-12-04,2024-12,Paid Ads,Newsletter,Desktop,259,70,26,12,5,312,1560,362.6,330.2
2024-08-08,2024-08,Organic Search,Product Launch,Mobile,438,138,64,34,14,1777,24878,4667.16,433.0
2024-03-24,2024-03,Social Media,Retargeting,Mobile,223,44,13,4,1,598,598,1252.68,-52.3
2024-07-24,2024-07,Social Media,Summer Sale,Desktop,136,25,8,3,0,389,0,735.75,-100.0
2024-02-03,2024-02,Paid Ads,Newsletter,Desktop,196,56,22,8,3,877,2631,1924.72,36.7
2024-09-27,2024-09,Social Media,Summer Sale,Desktop,462,93,30,12,3,1591,4773,2189.22,118.0
2024-03-01,2024-03,Paid Ads,Retargeting,Mobile,283,80,27,11,4,1655,6620,1296.8,410.5
2024-08-27,2024-08,Social Media,Retargeting,Mobile,364,70,25,8,2,762,1524,690.9,120.6
2024-06-26,2024-06,Social Media,Newsletter,Desktop,491,94,37,13,3,802,2406,2985.44,-19.4
2024-09-12,2024-09,Organic Search,Product Launch,Desktop,297,86,48,23,8,1621,12968,1144.66,1032.9
2024-03-18,2024-03,Organic Search,Summer Sale,Mobile,347,95,49,23,8,233,1864,1313.85,41.9
2024-03-06,2024-03,Organic Search,Brand Awareness,Mobile,230,79,41,19,9,414,3726,709.42,425.2
2024-12-30,2024-12,Paid Ads,Retargeting,Mobile,339,83,33,13,4,993,3972,2899.19,37.0
2024-06-09,2024-06,Social Media,Product Launch,Desktop,465,79,24,9,2,1688,3376,1185.79,184.7
2024-01-13,2024-01,Organic Search,Brand Awareness,Mobile,95,32,17,9,4,1387,5548,248.32,2134.2
2024-08-11,2024-08,Organic Search,Brand Awareness,Desktop,331,113,67,38,16,258,4128,1656.58,149.2
2024-12-28,2024-12,Social Media,Brand Awareness,Desktop,106,18,6,1,0,1634,0,385.56,-100.0
2024-07-03,2024-07,Social Media,Summer Sale,Tablet,358,58,18,7,2,1580,3160,940.76,235.9
2024-03-14,2024-03,Organic Search,Brand Awareness,Mobile,468,163,97,50,23,1335,30705,2552.58,1102.9
2024-05-31,2024-05,Organic Search,Summer Sale,Desktop,378,138,67,33,15,1842,27630,4130.34,569.0
2024-05-22,2024-05,Paid Ads,Brand Awareness,Mobile,174,43,16,6,2,343,686,339.7,101.9
2024-08-28,2024-08,Paid Ads,Summer Sale,Mobile,261,71,27,12,4,1984,7936,1417.87,459.7
2024-02-08,2024-02,Referral,Product Launch,Desktop,305,159,103,60,37,1626,60162,5784.42,940.1
2024-09-19,2024-09,Paid Ads,Product Launch,Mobile,265,68,26,11,4,1114,4456,2044.76,117.9
2024-11-12,2024-11,Paid Ads,Product Launch,Mobile,342,86,34,12,4,1509,6036,2049.38,194.5
2024-01-26,2024-01,Organic Search,Newsletter,Mobile,137,48,24,13,6,1855,11130,948.0,1074.1
2024-03-09,2024-03,Organic Search,Newsletter,Tablet,114,37,18,8,4,1479,5916,1235.8,378.7
2024-09-11,2024-09,Social Media,Newsletter,Mobile,421,79,30,12,3,327,981,2934.85,-66.6
2024-11-03,2024-11,Paid Ads,Summer Sale,Mobile,214,66,24,9,3,1888,5664,2082.96,171.9
2024-03-22,2024-03,Email Campaign,Retargeting,Desktop,109,49,25,11,6,1459,8754,269.01,3154.2
2024-09-01,2024-09,Organic Search,Retargeting,Desktop,489,138,84,45,22,679,14938,872.16,1612.8
2024-10-09,2024-10,Organic Search,Summer Sale,Mobile,101,30,16,7,3,1259,3777,713.4,429.4
2024-03-14,2024-03,Social Media,Summer Sale,Mobile,309,53,20,6,2,1950,3900,725.04,437.9
2024-02-11,2024-02,Organic Search,Retargeting,Tablet,240,65,31,14,5,636,3180,861.9,269.0
2024-03-19,2024-03,Social Media,Newsletter,Desktop,260,53,16,5,1,1820,1820,1740.52,4.6
2024-10-22,2024-10,Referral,Product Launch,Mobile,92,49,35,19,12,1385,16620,1707.16,873.5
2024-07-13,2024-07,Social Media,Retargeting,Mobile,231,37,12,3,0,904,0,944.61,-100.0
2024-12-24,2024-12,Social Media,Summer Sale,Mobile,225,44,14,5,1,767,767,1170.4,-34.5
2024-01-19,2024-01,Referral,Summer Sale,Desktop,135,74,48,32,21,628,13188,618.64,2031.8
2024-05-21,2024-05,Organic Search,Summer Sale,Desktop,272,95,47,26,11,1318,14498,1776.5,716.1
2024-09-14,2024-09,Organic Search,Newsletter,Mobile,463,162,94,52,22,1360,29920,1953.72,1431.4
2024-08-27,2024-08,Organic Search,Retargeting,Desktop,98,29,14,7,3,1800,5400,816.06,561.7
2024-06-22,2024-06,Organic Search,Summer Sale,Desktop,495,146,84,44,17,337,5729,1937.42,195.7
2024-04-22,2024-04,Paid Ads,Newsletter,Mobile,240,76,26,10,4,1782,7128,2801.36,154.4
2024-05-05,2024-05,Organic Search,Summer Sale,Tablet,94,33,19,8,3,1509,4527,733.59,517.1
2024-07-30,2024-07,Organic Search,Retargeting,Mobile,339,96,50,22,9,295,2655,2683.2,-1.1
2024-11-19,2024-11,Paid Ads,Brand Awareness,Desktop,312,94,40,16,6,1392,8352,3617.12,130.9
2024-10-21,2024-10,Paid Ads,Summer Sale,Desktop,314,82,32,14,5,569,2845,2697.8,5.5
2024-01-31,2024-01,Social Media,Summer Sale,Desktop,404,66,23,8,2,323,646,1053.36,-38.7
2024-06-08,2024-06,Organic Search,Product Launch,Mobile,147,53,30,13,5,509,2545,354.57,617.8
2024-10-07,2024-10,Paid Ads,Summer Sale,Desktop,435,115,49,20,7,926,6482,1284.55,404.6
2024-01-21,2024-01,Paid Ads,Retargeting,Desktop,270,81,30,12,4,1837,7348,2088.99,251.7
2024-06-30,2024-06,Email Campaign,Product Launch,Mobile,169,74,38,17,8,324,2592,384.06,574.9
2024-07-19,2024-07,Social Media,Newsletter,Desktop,441,75,25,8,2,771,1542,1616.25,-4.6
2024-11-22,2024-11,Email Campaign,Retargeting,Mobile,344,143,78,42,22,593,13046,4328.61,201.4
2024-03-20,2024-03,Paid Ads,Summer Sale,Desktop,359,103,45,20,6,1869,11214,1006.31,1014.4
2024-01-19,2024-01,Organic Search,Summer Sale,Desktop,305,92,53,22,11,1628,17908,1797.68,896.2
2024-12-24,2024-12,Organic Search,Newsletter,Mobile,242,69,37,19,8,1077,8616,1796.07,379.7
2024-08-25,2024-08,Paid Ads,Newsletter,Mobile,136,40,17,6,2,1003,2006,1240.0,61.8
2024-10-06,2024-10,Paid Ads,Product Launch,Desktop,480,140,56,24,9,923,8307,4128.6,101.2
2024-06-23,2024-06,Paid Ads,Summer Sale,Tablet,248,70,28,10,3,1785,5355,1584.1,238.0
2024-10-12,2024-10,Email Campaign,Product Launch,Desktop,398,186,107,65,31,904,28024,1009.98,2674.7
2024-05-21,2024-05,Social Media,Newsletter,Mobile,386,66,25,9,2,1556,3112,1014.42,206.8
2024-09-05,2024-09,Social Media,Brand Awareness,Desktop,244,42,14,5,1,1883,1883,1018.92,84.8
2024-04-18,2024-04,Paid Ads,Newsletter,Desktop,231,73,26,10,4,1667,6668,2522.88,164.3
2024-12-26,2024-12,Email Campaign,Product Launch,Desktop,215,94,55,27,14,1334,18676,2930.92,537.2
2024-09-13,2024-09,Organic Search,Newsletter,Mobile,119,35,17,8,3,1007,3021,714.0,323.1
2024-11-09,2024-11,Organic Search,Brand Awareness,Tablet,208,60,37,16,7,1335,9345,855.0,993.0
2024-12-16,2024-12,Organic Search,Brand Awareness,Desktop,86,25,15,8,3,346,1038,746.5,39.0
2024-04-11,2024-04,Organic Search,Product Launch,Desktop,271,83,43,19,9,1900,17100,1595.26,971.9
2024-09-17,2024-09,Referral,Retargeting,Desktop,439,231,177,127,83,738,61254,5978.28,924.6
2024-05-13,2024-05,Email Campaign,Product Launch,Mobile,305,136,91,55,31,401,12431,4097.68,203.4
2024-07-11,2024-07,Referral,Brand Awareness,Desktop,443,221,161,99,58,1179,68382,2329.34,2835.7
2024-05-21,2024-05,Email Campaign,Product Launch,Mobile,143,60,36,19,8,283,2264,1884.6,20.1
2024-08-02,2024-08,Paid Ads,Summer Sale,Tablet,263,63,26,9,3,1044,3132,1586.34,97.4
2024-02-24,2024-02,Organic Search,Brand Awareness,Desktop,183,57,34,18,7,697,4879,1314.42,271.2
2024-01-10,2024-01,Organic Search,Summer Sale,Desktop,416,141,80,35,15,1855,27825,3532.05,687.8
2024-07-12,2024-07,Email Campaign,Retargeting,Desktop,225,87,48,24,13,1643,21359,2283.75,835.3
2024-08-09,2024-08,Paid Ads,Summer Sale,Desktop,334,90,38,14,5,490,2450,1415.7,73.1
2024-10-12,2024-10,Organic Search,Brand Awareness,Mobile,400,146,74,31,15,1973,29595,5140.66,475.7
2024-03-16,2024-03,Organic Search,Newsletter,Tablet,150,45,22,9,4,215,860,1614.15,-46.7
2024-02-08,2024-02,Organic Search,Product Launch,Desktop,128,38,20,11,4,348,1392,1464.9,-5.0
2024-10-07,2024-10,Email Campaign,Product Launch,Mobile,260,119,69,32,15,1398,20970,2023.0,936.6
2024-01-21,2024-01,Social Media,Summer Sale,Mobile,285,45,13,4,1,1241,1241,1317.6,-5.8
2024-08-10,2024-08,Organic Search,Product Launch,Desktop,94,29,17,7,3,1419,4257,209.67,1930.3
2024-06-26,2024-06,Referral,Summer Sale,Desktop,479,212,153,109,68,345,23460,4367.2,437.2
2024-06-20,2024-06,Social Media,Retargeting,Desktop,157,27,10,4,1,529,529,217.35,143.4
2024-08-03,2024-08,Organic Search,Summer Sale,Mobile,446,137,83,43,21,1139,23919,2831.79,744.7
2024-02-12,2024-02,Paid Ads,Product Launch,Desktop,427,121,53,19,6,1111,6666,2274.8,193.0
2024-06-12,2024-06,Organic Search,Product Launch,Mobile,419,135,69,37,14,1310,18340,3909.6,369.1
2024-12-10,2024-12,Organic Search,Newsletter,Desktop,451,123,75,40,17,1243,21131,2801.94,654.2
2024-01-16,2024-01,Organic Search,Brand Awareness,Mobile,335,93,44,25,11,853,9383,2850.45,229.2
2024-06-15,2024-06,Paid Ads,Brand Awareness,Desktop,281,81,28,12,4,979,3916,2182.95,79.4
2024-04-09,2024-04,Social Media,Newsletter,Desktop,197,39,11,4,1,551,551,843.96,-34.7
2024-01-07,2024-01,Referral,Newsletter,Mobile,199,104,63,37,19,1162,22078,3385.2,552.2
2024-03-08,2024-03,Paid Ads,Brand Awareness,Desktop,143,37,15,6,2,1570,3140,1039.33,202.1
2024-10-25,2024-10,Social Media,Product Launch,Mobile,243,40,11,4,1,1067,1067,1492.8,-28.5
2024-09-23,2024-09,Paid Ads,Product Launch,Mobile,130,38,15,6,2,1788,3576,938.22,281.1
2024-10-22,2024-10,Email Campaign,Retargeting,Desktop,396,164,104,65,35,1962,68670,3170.12,2066.2
2024-08-29,2024-08,Organic Search,Retargeting,Mobile,347,101,56,29,11,930,10230,3345.12,205.8
2024-08-18,2024-08,Organic Search,Brand Awareness,Desktop,382,139,65,34,14,263,3682,3680.72,0.0
2024-09-25,2024-09,Organic Search,Summer Sale,Mobile,303,82,50,23,11,770,8470,1119.3,656.7
2024-11-01,2024-11,Paid Ads,Summer Sale,Mobile,219,60,21,7,2,540,1080,2398.8,-55.0
2024-12-21,2024-12,Referral,Newsletter,Desktop,394,215,158,116,64,1240,79360,1489.95,5226.4
2024-02-02,2024-02,Email Campaign,Product Launch,Mobile,464,167,107,59,27,1216,32832,2067.46,1488.0
2024-12-05,2024-12,Organic Search,Brand Awareness,Tablet,165,49,27,15,5,1841,9205,916.3,904.6
2024-01-12,2024-01,Organic Search,Newsletter,Mobile,218,72,42,18,7,1458,10206,979.2,942.3
2024-06-18,2024-06,Email Campaign,Newsletter,Desktop,284,104,55,28,15,1058,15870,2704.0,486.9
2024-01-18,2024-01,Social Media,Brand Awareness,Desktop,320,66,21,8,2,420,840,2286.9,-63.3
2024-12-07,2024-12,Organic Search,Brand Awareness,Desktop,81,24,11,5,2,1800,3600,569.76,531.8
2024-09-11,2024-09,Social Media,Brand Awareness,Mobile,462,81,28,10,3,1889,5667,1918.89,195.3
2024-07-03,2024-07,Paid Ads,Newsletter,Desktop,346,93,34,12,4,544,2176,1796.76,21.1
2024-06-29,2024-06,Email Campaign,Product Launch,Desktop,428,188,101,51,29,1776,51504,3699.84,1292.1
2024-09-03,2024-09,Organic Search,Retargeting,Mobile,206,65,33,17,7,854,5978,1614.6,270.2
2024-12-20,2024-12,Email Campaign,Summer Sale,Desktop,131,51,31,17,9,298,2682,1749.81,53.3
2024-02-17,2024-02,Paid Ads,Retargeting,Desktop,178,54,21,8,2,214,428,2142.72,-80.0
2024-10-07,2024-10,Email Campaign,Brand Awareness,Desktop,477,228,125,63,30,1191,35730,3841.8,830.0
2024-04-18,2024-04,Organic Search,Product Launch,Tablet,231,76,37,17,6,570,3420,2150.8,59.0
2024-04-12,2024-04,Organic Search,Retargeting,Desktop,125,38,18,8,3,1059,3177,1087.18,192.2
2024-08-13,2024-08,Social Media,Summer Sale,Mobile,377,60,21,7,2,1465,2930,1908.6,53.5
2024-08-14,2024-08,Email Campaign,Product Launch,Desktop,173,69,43,25,13,742,9646,2390.85,303.5
2024-10-15,2024-10,Paid Ads,Newsletter,Desktop,273,78,26,10,3,1347,4041,1778.4,127.2
2024-01-06,2024-01,Paid Ads,Retargeting,Tablet,271,77,27,9,3,897,2691,1781.01,51.1
2024-12-27,2024-12,Social Media,Brand Awareness,Desktop,437,81,32,12,3,1030,3090,3173.58,-2.6
2024-11-08,2024-11,Organic Search,Newsletter,Mobile,292,92,47,22,8,509,4072,2133.48,90.9
2024-07-18,2024-07,Social Media,Newsletter,Tablet,108,18,5,1,0,1653,0,426.06,-100.0
2024-12-04,2024-12,Organic Search,Brand Awareness,Mobile,281,101,58,30,11,1451,15961,3567.32,347.4
2024-05-30,2024-05,Organic Search,Product Launch,Mobile,393,129,74,31,14,497,6958,802.38,767.2
2024-09-25,2024-09,Organic Search,Product Launch,Mobile,201,66,35,19,7,817,5719,920.04,521.6
2024-08-31,2024-08,Paid Ads,Summer Sale,Tablet,382,115,42,20,7,1040,7280,3535.1,105.9
2024-11-09,2024-11,Social Media,Brand Awareness,Desktop,401,78,27,10,2,1326,2652,878.28,202.0
2024-04-10,2024-04,Paid Ads,Brand Awareness,Desktop,198,56,20,7,2,1501,3002,1084.72,176.8
2024-07-22,2024-07,Paid Ads,Product Launch,Desktop,120,32,14,6,2,259,518,1011.2,-48.8
2024-09-18,2024-09,Paid Ads,Brand Awareness,Mobile,441,118,53,22,9,808,7272,3227.3,125.3
2024-11-18,2024-11,Organic Search,Brand Awareness,Mobile,176,60,34,18,7,868,6076,982.2,518.6
2024-05-12,2024-05,Referral,Brand Awareness,Desktop,406,212,146,90,47,460,21620,3080.36,601.9
2024-09-24,2024-09,Paid Ads,Retargeting,Tablet,190,56,24,11,4,1177,4708,736.96,538.8
2024-05-17,2024-05,Organic Search,Summer Sale,Mobile,334,106,49,27,13,1479,19227,2253.56,753.2
2024-02-01,2024-02,Paid Ads,Retargeting,Mobile,154,37,16,6,2,1072,2144,1153.66,85.8
2024-02-29,2024-02,Paid Ads,Brand Awareness,Tablet,487,143,58,22,7,580,4060,5156.58,-21.3
2024-09-25,2024-09,Email Campaign,Brand Awareness,Desktop,146,67,37,18,9,921,8289,2010.0,312.4
2024-03-20,2024-03,Social Media,Retargeting,Desktop,84,16,5,1,0,298,0,478.08,-100.0
2024-03-24,2024-03,Organic Search,Summer Sale,Mobile,475,167,91,43,19,1081,20539,5671.32,262.2
2024-03-23,2024-03,Referral,Brand Awareness,Mobile,298,131,80,45,25,454,11350,2046.22,454.7
2024-10-31,2024-10,Email Campaign,Brand Awareness,Desktop,381,154,98,55,27,1976,53352,1777.16,2902.1
2024-02-02,2024-02,Organic Search,Product Launch,Desktop,315,92,56,24,10,497,4970,3438.04,44.6
2024-09-13,2024-09,Organic Search,Brand Awareness,Desktop,235,67,35,19,8,1030,8240,2181.52,277.7
2024-04-26,2024-04,Organic Search,Newsletter,Mobile,450,126,74,37,14,1112,15568,992.88,1468.0
2024-10-23,2024-10,Social Media,Summer Sale,Desktop,496,95,37,15,4,390,1560,589.95,164.4
2024-03-30,2024-03,Social Media,Summer Sale,Desktop,133,20,6,2,0,815,0,137.8,-100.0
2024-05-30,2024-05,Organic Search,Retargeting,Desktop,219,70,33,16,7,1588,11116,545.3,1938.5
2024-09-24,2024-09,Referral,Retargeting,Desktop,449,193,134,87,56,1855,103880,7652.45,1257.5
2024-05-20,2024-05,Referral,Product Launch,Desktop,392,170,131,78,46,1084,49864,6667.4,647.9
2024-12-24,2024-12,Organic Search,Product Launch,Mobile,283,81,47,24,9,241,2169,1108.89,95.6
2024-02-16,2024-02,Social Media,Product Launch,Desktop,229,45,14,4,1,1876,1876,1780.65,5.4
2024-12-22,2024-12,Referral,Product Launch,Tablet,98,51,33,23,14,1520,21280,645.15,3198.5
2024-11-28,2024-11,Paid Ads,Retargeting,Desktop,265,76,30,13,5,1452,7260,2068.72,250.9
2024-06-26,2024-06,Social Media,Summer Sale,Mobile,112,20,6,2,0,1421,0,507.4,-100.0
2024-12-27,2024-12,Paid Ads,Newsletter,Mobile,244,71,24,9,2,445,890,1165.11,-23.6
2024-07-11,2024-07,Email Campaign,Brand Awareness,Mobile,155,73,41,20,9,1857,16713,658.46,2438.2
2024-12-28,2024-12,Referral,Product Launch,Mobile,86,42,32,22,14,1423,19922,748.86,2560.3
2024-03-21,2024-03,Organic Search,Retargeting,Mobile,173,52,26,13,5,562,2810,1414.4,98.7
2024-06-06,2024-06,Organic Search,Product Launch,Mobile,380,133,75,34,15,968,14520,4009.95,262.1
2024-10-28,2024-10,Paid Ads,Brand Awareness,Desktop,305,76,27,11,3,709,2127,736.44,188.8
2024-09-15,2024-09,Paid Ads,Retargeting,Mobile,110,27,12,5,1,890,890,350.46,154.0
2024-05-03,2024-05,Paid Ads,Product Launch,Desktop,354,113,43,20,7,1434,10038,2873.59,249.3
2024-01-10,2024-01,Paid Ads,Product Launch,Tablet,174,44,17,6,1,963,963,782.32,23.1
2024-04-11,2024-04,Organic Search,Summer Sale,Desktop,448,162,88,38,18,1078,19404,5605.2,246.2
2024-04-24,2024-04,Referral,Summer Sale,Mobile,346,161,101,72,43,1145,49235,6023.01,717.4
2024-08-08,2024-08,Paid Ads,Brand Awareness,Desktop,347,90,37,17,6,548,3288,875.7,275.5
2024-08-20,2024-08,Organic Search,Newsletter,Mobile,189,66,38,20,8,1004,8032,1958.22,310.2
2024-04-06,2024-04,Referral,Brand Awareness,Mobile,201,89,69,42,22,964,21208,3265.41,549.5
2024-06-28,2024-06,Social Media,Newsletter,Mobile,247,48,19,7,1,1269,1269,479.52,164.6
2024-04-08,2024-04,Email Campaign,Newsletter,Desktop,168,74,41,21,11,1728,19008,1990.6,854.9
2024-05-15,2024-05,Social Media,Newsletter,Desktop,457,89,32,11,3,1825,5475,1229.98,345.1
2024-09-17,2024-09,Social Media,Product Launch,Mobile,220,44,14,4,1,231,231,715.0,-67.7
2024-05-31,2024-05,Organic Search,Summer Sale,Mobile,115,35,20,10,4,1712,6848,385.0,1678.7
2024-04-30,2024-04,Referral,Summer Sale,Mobile,433,185,114,67,42,1948,81816,3174.6,2477.2
2024-09-22,2024-09,Organic Search,Summer Sale,Desktop,137,43,23,10,3,616,1848,1287.85,43.5
2024-12-13,2024-12,Organic Search,Retargeting,Desktop,233,72,43,23,10,621,6210,1038.24,498.1
2024-09-09,2024-09,Organic Search,Brand Awareness,Desktop,315,98,52,29,13,1851,24063,2420.6,894.1
2024-02-04,2024-02,Paid Ads,Brand Awareness,Tablet,297,90,40,16,5,1264,6320,1570.5,302.4
2024-09-23,2024-09,Social Media,Summer Sale,Desktop,274,42,16,6,1,1797,1797,1525.02,17.8
2024-10-17,2024-10,Paid Ads,Retargeting,Desktop,358,100,40,17,6,1679,10074,1097.0,818.3
2024-05-23,2024-05,Organic Search,Brand Awareness,Desktop,130,36,17,7,3,1704,5112,478.8,967.7
2024-03-14,2024-03,Organic Search,Summer Sale,Desktop,317,88,45,22,9,1140,10260,3204.08,220.2
2024-04-12,2024-04,Paid Ads,Summer Sale,Desktop,471,131,55,19,7,1300,9100,2544.02,257.7
2024-02-19,2024-02,Referral,Brand Awareness,Desktop,332,155,107,79,47,950,44650,4202.05,962.6
2024-10-10,2024-10,Organic Search,Retargeting,Mobile,484,135,84,37,14,1621,22694,4068.9,457.7
2024-09-03,2024-09,Paid Ads,Newsletter,Tablet,134,34,15,6,2,713,1426,527.68,170.2
2024-07-19,2024-07,Paid Ads,Newsletter,Mobile,443,142,56,26,9,881,7929,2032.02,290.2
